[2025-10-20 18:02:31] local.INFO: === INICIO IMPORTAR ARCHIVO ===  
[2025-10-20 18:02:31] local.INFO: Método: POST  
[2025-10-20 18:02:31] local.INFO: Content-Type: multipart/form-data; boundary=----WebKitFormBoundary21L0LPw3hCjK4nIE  
[2025-10-20 18:02:31] local.INFO: Archivos recibidos: {"archivo":{}}  
[2025-10-20 18:02:31] local.INFO: Todos los inputs: {"_token":"AtYWsgrcFNo7TXgOieKdvdF8HqnKUil7ZsfY9il7","import_type":"sin_fconversion","archivo":{}}  
[2025-10-20 18:02:31] local.INFO: Configuración PHP:  
[2025-10-20 18:02:31] local.INFO: - upload_max_filesize: 200M  
[2025-10-20 18:02:31] local.INFO: - post_max_size: 200M  
[2025-10-20 18:02:31] local.INFO: - max_file_uploads: 20  
[2025-10-20 18:02:31] local.INFO: - memory_limit: 1024M  
[2025-10-20 18:02:31] local.INFO: - max_execution_time: 0  
[2025-10-20 18:02:31] local.INFO: Detalles del archivo recibido:  
[2025-10-20 18:02:31] local.INFO: - Nombre original: FormatoEntradasSinFconversion.xlsx  
[2025-10-20 18:02:31] local.INFO: - Extensión: xlsx  
[2025-10-20 18:02:31] local.INFO: - Tamaño: 1692648 bytes  
[2025-10-20 18:02:31] local.INFO: - MIME type: application/vnd.openxmlformats-officedocument.spreadsheetml.sheet  
[2025-10-20 18:02:31] local.INFO: - Es válido: true  
[2025-10-20 18:02:31] local.INFO: Validación de extensión pasada: xlsx  
[2025-10-20 18:02:31] local.INFO: Validación pasada correctamente  
[2025-10-20 18:02:31] local.INFO: Ruta real del archivo: C:\xampp7\tmp\php8C4E.tmp  
[2025-10-20 18:02:31] local.INFO: Tipo de importación solicitado: sin_fconversion  
[2025-10-20 18:02:31] local.INFO: Procesando archivo: FormatoEntradasSinFconversion.xlsx - Extensión: xlsx - MIME: application/vnd.openxmlformats-officedocument.spreadsheetml.sheet  
[2025-10-20 18:02:34] local.INFO: Iniciando importación sin Fconversion. Filas detectadas: 24652  
[2025-10-20 18:02:34] local.WARNING: Fila 14145: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14146: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14147: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14148: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14149: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14150: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14151: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14152: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14153: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14154: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14155: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14156: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14157: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14158: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14159: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14160: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14161: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14162: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14163: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14164: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14165: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14166: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14167: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14168: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14169: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14170: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14171: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14172: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14173: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14174: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14175: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14176: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14177: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14178: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14179: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14180: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14181: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14182: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14183: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14184: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14185: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14186: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14187: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14188: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14189: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14190: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14191: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14192: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14193: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14194: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14195: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14196: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14197: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14198: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14199: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14200: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14201: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14202: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14203: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14204: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14205: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14206: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14207: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14208: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14209: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14210: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14211: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14212: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14213: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14214: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14215: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14216: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14217: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14218: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14219: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14220: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14221: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14222: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14223: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14224: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14225: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14226: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14227: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14228: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14229: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14230: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14231: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14232: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14233: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14234: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14235: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14236: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14237: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14238: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14239: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14240: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14241: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14242: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14243: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14244: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14245: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14246: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14247: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14248: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14249: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14250: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14251: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14252: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14253: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14254: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14255: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14256: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14257: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14258: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14259: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14260: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14261: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14262: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14263: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14264: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14265: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14266: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14267: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14268: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14269: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14270: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14271: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14272: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14273: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14274: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14275: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14276: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14277: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14278: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14279: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14280: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14281: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14282: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14283: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14284: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14285: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14286: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14287: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14288: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14289: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14290: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14291: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14292: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14293: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14294: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14295: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14296: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14297: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14298: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14299: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14300: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14301: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14302: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14303: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14304: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14305: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14306: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14307: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14308: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14309: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14310: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14311: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14312: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14313: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14314: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14315: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14316: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14317: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14318: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14319: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14320: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14321: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14322: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14323: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14324: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14325: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14326: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14327: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14328: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14329: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14330: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14331: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14332: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14333: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14334: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14335: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14336: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14337: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14338: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14339: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14340: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14341: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14342: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14343: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14344: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14345: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14346: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14347: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14348: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14349: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14350: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14351: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14352: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14353: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14354: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14355: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14356: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14357: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14358: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14359: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14360: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14361: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14362: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14363: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14364: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14365: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14366: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14367: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14368: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14369: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14370: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14371: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14372: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14373: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14374: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14375: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14376: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14377: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14378: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14379: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14380: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14381: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14382: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14383: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14384: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14385: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14386: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14387: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14388: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14389: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14390: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14391: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14392: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14393: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14394: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14395: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14396: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14397: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14398: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14399: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14400: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14401: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14402: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14403: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14404: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14405: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14406: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14407: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14408: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14409: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14410: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14411: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14412: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14413: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14414: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14415: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14416: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14417: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14418: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14419: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14420: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14421: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14422: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14423: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14424: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14425: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14426: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14427: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14428: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14429: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14430: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14431: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14432: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14433: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14434: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14435: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14436: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14437: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14438: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14439: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14440: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14441: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14442: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14443: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14444: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14445: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14446: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14447: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14448: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14449: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14450: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14451: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14452: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14453: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14454: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14455: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14456: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14457: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14458: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14459: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14460: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14461: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14462: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14463: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14464: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14465: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14466: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14467: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 14468: formato de mes inválido ''  
